Customer ID,Age,Gender,Location,Income,Products Purchased/Interested In
937,42,Female,Suburban,58681,Mortgage
938,79,Male,Suburban,59813,Savings Account
939,30,Female,Suburban,48574,Investment Products
940,41,Female,Rural,73367,Credit Card
941,71,Female,Urban,39553,Mortgage
942,31,Male,Suburban,90512,Savings Account
943,62,Female,Rural,54662,Mortgage
944,40,Female,Suburban,59929,Savings Account
945,73,Male,Urban,59246,Mortgage
946,41,Female,Suburban,61981,Savings Account
947,41,Female,Urban,67438,Mortgage
948,40,Female,Suburban,72247,Mortgage
949,36,Male,Urban,61783,Credit Card
950,42,Male,Rural,27783,Credit Card
951,75,Male,Rural,44455,Mortgage
952,62,Female,Suburban,22491,Savings Account
953,30,Male,Urban,49720,Investment Products
954,56,Female,Rural,38760,Credit Card
955,64,Male,Suburban,75127,Savings Account
956,29,Female,Rural,51884,Investment Products
957,31,Female,Urban,36644,Credit Card
958,18,Male,Suburban,52983,Savings Account
959,33,Male,Rural,86227,Savings Account
960,80,Male,Urban,31848,Investment Products
961,66,Female,Rural,50650,Investment Products
962,58,Male,Suburban,56446,Investment Products
963,77,Female,Suburban,2166,Mortgage
964,43,Female,Suburban,29497,Credit Card
965,51,Female,Rural,16737,Credit Card
966,59,Female,Suburban,86928,Credit Card
967,44,Female,Suburban,54884,Savings Account
968,61,Male,Urban,48809,Savings Account
969,29,Male,Urban,80429,Credit Card
970,47,Male,Suburban,49403,Mortgage
971,73,Male,Rural,18434,Mortgage
972,28,Female,Rural,50741,Investment Products
973,39,Male,Rural,56094,Mortgage
974,42,Male,Urban,23086,Mortgage
975,31,Male,Suburban,52194,Investment Products
976,51,Male,Rural,64663,Investment Products
977,62,Female,Rural,36258,Investment Products
978,27,Male,Suburban,33141,Savings Account
979,63,Male,Rural,72805,Investment Products
980,53,Male,Rural,66484,Mortgage
981,52,Male,Suburban,18137,Mortgage
982,55,Male,Urban,63375,Mortgage
983,41,Male,Urban,60604,Savings Account
984,60,Male,Urban,28521,Savings Account
985,61,Female,Rural,38112,Savings Account
986,79,Male,Urban,40458,Investment Products
987,71,Male,Rural,57812,Mortgage
988,61,Female,Urban,37935,Mortgage
989,20,Female,Urban,57756,Credit Card
990,56,Male,Urban,53845,Savings Account
991,61,Female,Suburban,61551,Investment Products
992,64,Male,Rural,19228,Savings Account
993,19,Male,Rural,60222,Credit Card
994,60,Female,Rural,48989,Credit Card
995,47,Male,Rural,50312,Investment Products
996,76,Male,Urban,62275,Investment Products
997,49,Female,Urban,63197,Mortgage
998,22,Female,Urban,48477,Savings Account
999,64,Female,Suburban,20943,Investment Products
1000,43,Male,Rural,61419,Mortgage
1,32,Male,Suburban,86046,Credit Card
2,42,Female,Suburban,60805,Mortgage
3,23,Male,Suburban,82984,Investment Products
4,58,Female,Rural,26003,Savings Account
5,26,Female,Suburban,27232,Mortgage
6,58,Female,Suburban,22911,Savings Account
7,32,Male,Urban,71022,Credit Card
8,26,Female,Suburban,42672,Credit Card
9,58,Male,Suburban,48667,Investment Products
10,66,Female,Rural,15747,Mortgage
11,53,Female,Suburban,46873,Credit Card
12,39,Male,Suburban,16297,Savings Account
13,21,Female,Rural,16795,Credit Card
14,56,Female,Suburban,23288,Investment Products
15,40,Male,Rural,45670,Savings Account
16,23,Male,Rural,77177,Savings Account
17,79,Male,Urban,34500,Credit Card
18,18,Male,Urban,38056,Investment Products
19,66,Male,Rural,19731,Credit Card
20,39,Male,Urban,62319,Investment Products
21,65,Female,Rural,29519,Savings Account
22,50,Male,Suburban,58799,Investment Products
23,66,Male,Urban,44123,Mortgage
24,74,Female,Rural,77648,Savings Account
25,25,Male,Urban,68126,Credit Card
26,41,Male,Suburban,84879,Credit Card
27,22,Female,Rural,33953,Investment Products
28,48,Female,Suburban,65736,Savings Account
29,67,Male,Rural,50009,Mortgage
30,31,Male,Suburban,58893,Mortgage
31,68,Male,Urban,77473,Savings Account
32,67,Male,Suburban,43360,Investment Products
33,21,Female,Urban,83807,Credit Card
34,76,Female,Urban,33771,Savings Account
35,22,Female,Rural,84140,Mortgage
36,60,Female,Urban,57190,Credit Card
37,43,Male,Urban,47667,Savings Account
38,36,Female,Suburban,62927,Credit Card
39,46,Female,Suburban,101030,Investment Products
40,34,Male,Urban,31846,Savings Account
41,67,Male,Suburban,46444,Savings Account
42,67,Female,Suburban,6084,Mortgage
43,32,Male,Rural,10036,Mortgage
44,61,Female,Urban,58669,Credit Card
45,54,Female,Rural,34960,Credit Card
46,28,Female,Suburban,29790,Credit Card
47,57,Male,Rural,34943,Savings Account
48,51,Male,Rural,44822,Mortgage
49,80,Male,Urban,25256,Investment Products
50,43,Female,Urban,48602,Investment Products
51,72,Male,Rural,54424,Mortgage
52,71,Male,Rural,58256,Credit Card
53,45,Male,Urban,60896,Savings Account
54,70,Female,Rural,42881,Savings Account
55,33,Female,Urban,53979,Credit Card
56,61,Male,Urban,35972,Credit Card
57,67,Female,Urban,36449,Investment Products
58,68,Female,Rural,40651,Savings Account
59,74,Male,Rural,70351,Mortgage
60,61,Female,Urban,31153,Investment Products
61,59,Female,Rural,20710,Mortgage
62,48,Female,Urban,70238,Mortgage
63,76,Male,Urban,39241,Investment Products
64,39,Female,Rural,97580,Savings Account
65,23,Female,Rural,34467,Credit Card
66,38,Male,Urban,45026,Credit Card
67,47,Male,Suburban,15294,Investment Products
68,51,Male,Suburban,49019,Savings Account
69,75,Female,Urban,57645,Investment Products
70,68,Male,Urban,64724,Savings Account
71,30,Male,Rural,65526,Savings Account
72,30,Male,Urban,46944,Credit Card
73,56,Male,Rural,74971,Credit Card
74,43,Female,Suburban,54479,Credit Card
75,24,Male,Suburban,62300,Credit Card
76,52,Female,Urban,52591,Mortgage
77,55,Female,Urban,51921,Mortgage
78,60,Female,Rural,47157,Mortgage
79,67,Female,Suburban,62266,Mortgage
80,56,Male,Rural,66713,Credit Card
81,66,Male,Suburban,65484,Investment Products
82,72,Female,Rural,53524,Savings Account
83,68,Male,Urban,53407,Investment Products
84,49,Female,Suburban,43484,Mortgage
85,24,Male,Urban,60942,Investment Products
86,63,Male,Urban,19080,Savings Account
87,26,Female,Urban,19790,Savings Account
88,77,Female,Urban,43190,Savings Account
89,79,Female,Urban,72039,Investment Products
90,48,Male,Suburban,66505,Credit Card
91,56,Female,Suburban,45445,Mortgage
92,48,Male,Suburban,41397,Credit Card
93,75,Male,Urban,48622,Savings Account
94,47,Male,Rural,66004,Credit Card
95,48,Female,Rural,78584,Investment Products
96,20,Male,Urban,58690,Mortgage
97,80,Male,Suburban,21158,Mortgage
98,76,Female,Urban,53213,Mortgage
99,38,Male,Rural,56471,Savings Account
100,75,Female,Suburban,52822,Mortgage
101,36,Female,Urban,52715,Investment Products
102,70,Female,Urban,41554,Mortgage
103,73,Male,Suburban,28305,Credit Card
104,42,Female,Suburban,86046,Mortgage
105,45,Female,Rural,22665,Investment Products
106,50,Female,Suburban,81557,Credit Card
107,38,Male,Suburban,49736,Mortgage
108,55,Female,Rural,56381,Savings Account
109,71,Female,Suburban,66900,Savings Account
110,19,Male,Rural,73283,Savings Account
111,80,Male,Suburban,35675,Investment Products
112,56,Male,Suburban,57877,Mortgage
113,31,Male,Urban,43560,Mortgage
114,31,Male,Rural,15520,Savings Account
115,40,Male,Suburban,26299,Investment Products
116,73,Female,Rural,44651,Savings Account
117,23,Male,Suburban,73608,Mortgage
118,51,Male,Suburban,30535,Savings Account
119,21,Male,Rural,53060,Investment Products
120,59,Female,Suburban,39736,Credit Card
121,23,Male,Urban,61636,Credit Card
122,48,Male,Urban,46406,Mortgage
123,22,Female,Urban,42314,Credit Card
124,73,Female,Urban,59374,Savings Account
125,62,Female,Urban,43839,Investment Products
126,66,Male,Suburban,62920,Investment Products
127,54,Male,Urban,10237,Investment Products
128,76,Female,Rural,15316,Credit Card
129,69,Female,Rural,50811,Credit Card
130,56,Male,Urban,24884,Credit Card
131,19,Male,Urban,73919,Mortgage
132,29,Male,Rural,44385,Investment Products
133,68,Female,Urban,27890,Credit Card
134,74,Female,Rural,30011,Savings Account
135,37,Female,Suburban,77463,Mortgage
136,38,Male,Suburban,60497,Investment Products
137,33,Female,Rural,73733,Credit Card
138,18,Male,Rural,32773,Savings Account
139,63,Female,Suburban,44907,Investment Products
140,71,Female,Rural,40400,Credit Card
141,56,Female,Urban,12060,Savings Account
142,42,Female,Suburban,54073,Investment Products
143,43,Male,Urban,50547,Mortgage
144,60,Male,Urban,11661,Savings Account
145,69,Female,Rural,30183,Savings Account
146,32,Female,Suburban,53566,Savings Account
147,34,Male,Suburban,59990,Investment Products
148,52,Female,Rural,42728,Mortgage
149,47,Female,Rural,49099,Credit Card
150,71,Female,Urban,83403,Savings Account
151,67,Female,Suburban,47973,Savings Account
152,42,Male,Urban,70870,Investment Products
153,74,Male,Suburban,32606,Investment Products
154,43,Female,Rural,26735,Savings Account
155,80,Male,Rural,53663,Mortgage
156,32,Female,Rural,62914,Mortgage
157,46,Male,Urban,54013,Investment Products
158,37,Male,Suburban,81528,Investment Products
159,26,Female,Suburban,78696,Mortgage
160,80,Male,Suburban,59735,Investment Products
161,37,Male,Suburban,51996,Credit Card
162,78,Female,Suburban,54244,Savings Account
163,50,Female,Suburban,48627,Investment Products
164,40,Male,Rural,45472,Credit Card
165,34,Male,Urban,57032,Credit Card
166,59,Male,Urban,65485,Savings Account
167,49,Female,Urban,42624,Mortgage
168,22,Female,Urban,19522,Credit Card
169,38,Male,Rural,19828,Investment Products
170,64,Female,Urban,55554,Savings Account
171,31,Male,Suburban,42663,Investment Products
172,80,Male,Urban,52456,Credit Card
173,34,Female,Suburban,32107,Savings Account
174,31,Female,Urban,38502,Investment Products
175,44,Female,Urban,48895,Mortgage
176,74,Male,Suburban,52612,Credit Card
177,50,Female,Suburban,58813,Mortgage
178,24,Female,Rural,98349,Mortgage
179,79,Male,Suburban,30571,Mortgage
180,55,Male,Urban,39617,Savings Account
181,42,Female,Urban,39622,Savings Account
182,27,Male,Urban,76356,Savings Account
183,70,Female,Urban,52083,Mortgage
184,39,Female,Urban,74927,Mortgage
185,38,Female,Urban,48419,Savings Account
186,46,Male,Suburban,62373,Savings Account
187,33,Female,Suburban,75729,Savings Account
188,33,Female,Suburban,33695,Investment Products
189,62,Male,Urban,59834,Savings Account
190,30,Male,Rural,27864,Investment Products
191,49,Male,Rural,51855,Credit Card
192,62,Female,Suburban,46377,Investment Products
193,64,Female,Urban,40604,Savings Account
194,73,Male,Rural,57001,Credit Card
195,73,Male,Rural,56588,Mortgage
196,31,Male,Urban,53895,Investment Products
197,36,Male,Rural,67933,Credit Card
198,43,Male,Rural,88762,Savings Account
199,22,Female,Suburban,31609,Mortgage
200,23,Male,Rural,64521,Investment Products
201,48,Male,Rural,67325,Savings Account
202,26,Female,Suburban,39708,Savings Account
203,56,Male,Urban,53514,Savings Account
204,20,Female,Suburban,33522,Savings Account
205,51,Female,Rural,52113,Savings Account
206,52,Female,Rural,47250,Savings Account
207,33,Male,Rural,24276,Investment Products
208,52,Male,Urban,61698,Investment Products
209,50,Female,Urban,87292,Savings Account
210,21,Female,Urban,16358,Mortgage
211,76,Male,Suburban,30331,Mortgage
212,70,Male,Suburban,77615,Credit Card
213,60,Male,Rural,25128,Investment Products
214,75,Male,Urban,17738,Savings Account
215,77,Female,Rural,35222,Savings Account
216,21,Male,Suburban,94485,Savings Account
217,39,Male,Rural,41691,Investment Products
218,73,Male,Urban,15038,Investment Products
219,54,Male,Suburban,45501,Mortgage
220,79,Male,Rural,34013,Credit Card
221,76,Male,Rural,62920,Savings Account
222,24,Male,Suburban,53532,Credit Card
223,39,Female,Urban,17125,Mortgage
224,75,Male,Rural,49778,Savings Account
225,32,Male,Rural,21047,Savings Account
226,71,Female,Suburban,44391,Savings Account
227,32,Female,Rural,75234,Credit Card
228,35,Male,Rural,45288,Savings Account
229,48,Male,Suburban,16253,Investment Products
230,77,Female,Urban,66243,Investment Products
231,37,Male,Urban,17455,Savings Account
232,62,Male,Rural,65253,Investment Products
233,63,Female,Rural,52828,Investment Products
234,52,Male,Rural,30178,Credit Card
235,50,Male,Rural,67926,Mortgage
236,50,Female,Urban,79791,Savings Account
237,47,Female,Suburban,34961,Mortgage
238,72,Female,Suburban,47719,Credit Card
239,41,Female,Urban,45205,Mortgage
240,24,Female,Suburban,86635,Investment Products
241,60,Male,Urban,69421,Credit Card
242,73,Female,Urban,7220,Credit Card
243,49,Female,Urban,27237,Savings Account
244,66,Female,Suburban,34931,Mortgage
245,40,Female,Urban,25300,Mortgage
246,40,Female,Rural,30322,Credit Card
247,72,Male,Urban,65738,Investment Products
248,61,Male,Suburban,64787,Credit Card
249,50,Female,Urban,31978,Savings Account
250,19,Female,Suburban,47632,Mortgage
251,79,Female,Rural,19612,Investment Products
252,38,Female,Rural,70468,Credit Card
253,38,Female,Rural,59859,Mortgage
254,31,Male,Suburban,38033,Credit Card
255,80,Female,Rural,32906,Investment Products
256,24,Male,Rural,30143,Credit Card
257,55,Male,Urban,67161,Credit Card
258,80,Male,Suburban,67132,Investment Products
259,66,Male,Suburban,56396,Investment Products
260,52,Male,Suburban,45138,Savings Account
261,55,Female,Suburban,55058,Savings Account
262,56,Female,Rural,40415,Credit Card
263,38,Male,Suburban,20270,Investment Products
264,63,Male,Suburban,79110,Mortgage
265,52,Male,Rural,76612,Investment Products
266,69,Male,Rural,74000,Credit Card
267,28,Female,Suburban,24887,Mortgage
268,39,Female,Suburban,59444,Credit Card
269,48,Male,Urban,64771,Credit Card
270,60,Male,Rural,42422,Savings Account
271,19,Female,Rural,40524,Savings Account
272,24,Female,Rural,69444,Savings Account
273,46,Male,Rural,31620,Investment Products
274,30,Male,Rural,63264,Investment Products
275,66,Female,Urban,47330,Credit Card
276,77,Female,Urban,18672,Credit Card
277,68,Female,Suburban,15026,Credit Card
278,29,Female,Urban,27548,Mortgage
279,60,Male,Urban,65971,Savings Account
280,70,Male,Rural,48238,Mortgage
281,71,Male,Urban,45643,Savings Account
282,30,Female,Suburban,57351,Investment Products
283,65,Male,Suburban,6726,Credit Card
284,66,Female,Suburban,81536,Investment Products
285,23,Female,Rural,50665,Savings Account
286,64,Male,Suburban,37697,Savings Account
287,73,Male,Suburban,64808,Mortgage
288,38,Male,Urban,64521,Credit Card
289,33,Male,Rural,33371,Savings Account
290,34,Female,Suburban,63117,Mortgage
291,69,Male,Suburban,43944,Credit Card
292,62,Female,Rural,22289,Savings Account
293,18,Male,Rural,51679,Mortgage
294,43,Female,Urban,32171,Investment Products
295,57,Female,Suburban,18639,Credit Card
296,54,Female,Suburban,37343,Investment Products
297,58,Female,Suburban,47613,Investment Products
298,55,Male,Rural,55665,Mortgage
299,65,Male,Urban,54182,Mortgage
300,47,Female,Suburban,51530,Investment Products
301,59,Female,Rural,71414,Mortgage
302,29,Male,Urban,72626,Mortgage
303,59,Male,Rural,62470,Mortgage
304,44,Female,Suburban,73569,Investment Products
305,24,Female,Rural,21273,Mortgage
306,40,Male,Suburban,40189,Investment Products
307,58,Male,Suburban,52496,Mortgage
308,51,Male,Urban,57823,Savings Account
309,62,Male,Rural,54198,Savings Account
310,47,Female,Suburban,20018,Savings Account
311,36,Male,Rural,60825,Investment Products
312,44,Male,Rural,26578,Credit Card
313,29,Female,Urban,74374,Savings Account
314,71,Male,Suburban,63982,Investment Products
315,67,Male,Urban,75373,Savings Account
316,39,Male,Rural,51968,Mortgage
317,26,Male,Suburban,52050,Mortgage
318,60,Male,Urban,82047,Investment Products
319,63,Female,Rural,56595,Investment Products
320,59,Female,Urban,31365,Mortgage
321,66,Male,Suburban,24445,Savings Account
322,50,Male,Urban,81458,Credit Card
323,44,Male,Urban,64523,Savings Account
324,33,Male,Urban,-4913,Savings Account
325,68,Male,Rural,95380,Mortgage
326,34,Female,Urban,41899,Savings Account
327,18,Male,Rural,85617,Savings Account
328,27,Male,Rural,88033,Savings Account
329,58,Female,Urban,43562,Mortgage
330,25,Female,Suburban,45912,Credit Card
331,47,Female,Suburban,52979,Mortgage
332,53,Male,Suburban,20812,Investment Products
333,18,Male,Suburban,19965,Savings Account
334,66,Female,Urban,32659,Investment Products
335,50,Male,Urban,54252,Credit Card
336,50,Male,Rural,76702,Savings Account
337,32,Male,Rural,82625,Investment Products
338,68,Male,Rural,82608,Savings Account
339,25,Female,Rural,41238,Credit Card
340,52,Female,Suburban,22698,Mortgage
341,42,Female,Urban,20976,Credit Card
342,52,Female,Suburban,70632,Credit Card
343,34,Male,Suburban,66285,Investment Products
344,28,Male,Rural,17809,Credit Card
345,72,Male,Rural,64661,Mortgage
346,68,Male,Suburban,42375,Credit Card
347,27,Male,Rural,61544,Mortgage
348,29,Female,Suburban,29152,Mortgage
349,62,Female,Rural,15453,Savings Account
350,38,Female,Rural,48862,Credit Card
351,80,Male,Rural,74513,Savings Account
352,37,Male,Urban,82016,Savings Account
353,63,Female,Urban,58413,Mortgage
354,38,Female,Rural,38550,Credit Card
355,50,Male,Suburban,44693,Credit Card
356,68,Male,Suburban,61408,Mortgage
357,40,Female,Urban,44742,Mortgage
358,41,Female,Urban,34563,Investment Products
359,67,Female,Urban,47445,Savings Account
360,47,Female,Urban,73640,Credit Card
361,41,Female,Rural,59449,Savings Account
362,66,Female,Rural,79213,Savings Account
363,24,Male,Suburban,50983,Investment Products
364,71,Female,Urban,58191,Investment Products
365,68,Female,Suburban,39390,Savings Account
366,73,Female,Rural,76014,Savings Account
367,23,Male,Rural,16094,Savings Account
368,32,Female,Suburban,42486,Credit Card
369,29,Male,Rural,56968,Investment Products
370,44,Male,Urban,17629,Credit Card
371,30,Female,Suburban,46157,Credit Card
372,56,Male,Urban,51416,Credit Card
373,53,Female,Urban,98714,Mortgage
374,63,Male,Urban,69433,Credit Card
375,55,Male,Suburban,31340,Credit Card
376,51,Female,Urban,107304,Mortgage
377,45,Female,Rural,14159,Savings Account
378,61,Male,Urban,60898,Credit Card
379,80,Female,Rural,98988,Savings Account
380,42,Female,Urban,50341,Mortgage
381,61,Female,Urban,22078,Savings Account
382,54,Male,Rural,61825,Savings Account
383,58,Male,Urban,65816,Investment Products
384,63,Female,Suburban,45797,Mortgage
385,50,Male,Urban,71816,Savings Account
386,20,Male,Urban,68218,Credit Card
387,20,Male,Suburban,52107,Savings Account
388,30,Male,Urban,68547,Investment Products
389,41,Female,Suburban,67860,Savings Account
390,39,Female,Urban,60756,Savings Account
391,66,Female,Rural,36192,Mortgage
392,25,Male,Suburban,26242,Mortgage
393,52,Male,Rural,40116,Credit Card
394,49,Male,Rural,73541,Investment Products
395,21,Female,Suburban,71165,Credit Card
396,76,Male,Urban,60220,Mortgage
397,24,Female,Rural,60376,Savings Account
398,46,Female,Urban,77231,Mortgage
399,58,Male,Rural,45723,Credit Card
400,36,Male,Rural,58977,Mortgage
401,66,Female,Rural,79294,Savings Account
402,70,Female,Suburban,42328,Investment Products
403,30,Male,Suburban,64552,Mortgage
404,19,Female,Urban,73879,Investment Products
405,31,Female,Urban,54245,Mortgage
406,26,Female,Rural,29741,Savings Account
407,48,Male,Urban,38693,Mortgage
408,33,Female,Rural,52611,Mortgage
409,74,Male,Rural,55478,Mortgage
410,67,Male,Suburban,64825,Investment Products
411,55,Male,Suburban,51231,Mortgage
412,46,Female,Rural,40662,Investment Products
413,55,Female,Rural,100982,Savings Account
414,50,Female,Suburban,71983,Investment Products
415,45,Male,Urban,63806,Savings Account
416,47,Female,Suburban,63495,Investment Products
417,43,Male,Urban,40120,Mortgage
418,54,Female,Suburban,13996,Mortgage
419,29,Male,Rural,45913,Investment Products
420,36,Male,Rural,50070,Credit Card
421,75,Female,Suburban,49885,Credit Card
422,30,Female,Urban,71225,Mortgage
423,39,Male,Rural,20747,Credit Card
424,24,Female,Suburban,58631,Savings Account
425,27,Male,Suburban,37543,Mortgage
426,55,Female,Urban,74809,Mortgage
427,55,Female,Suburban,53408,Mortgage
428,61,Female,Urban,89737,Savings Account
429,18,Female,Suburban,52226,Credit Card
430,59,Male,Rural,74193,Credit Card
431,23,Male,Urban,40853,Investment Products
432,44,Male,Urban,68463,Investment Products
433,54,Female,Suburban,76510,Credit Card
434,31,Female,Rural,30936,Mortgage
435,32,Male,Suburban,36437,Mortgage
436,69,Male,Suburban,56681,Savings Account
437,57,Female,Suburban,34901,Credit Card
438,78,Male,Rural,42232,Credit Card
439,36,Male,Urban,37468,Savings Account
440,77,Female,Rural,23871,Savings Account
441,75,Male,Rural,49230,Investment Products
442,58,Male,Suburban,52871,Investment Products
443,23,Female,Rural,34218,Savings Account
444,80,Female,Urban,48029,Mortgage
445,40,Female,Urban,20942,Credit Card
446,72,Male,Rural,31042,Savings Account
447,26,Male,Rural,32608,Credit Card
448,74,Male,Suburban,43889,Mortgage
449,53,Female,Suburban,37897,Mortgage
450,32,Female,Rural,54496,Savings Account
451,61,Female,Rural,29230,Investment Products
452,69,Female,Suburban,65436,Mortgage
453,27,Female,Suburban,40399,Investment Products
454,63,Female,Rural,86694,Mortgage
455,59,Male,Suburban,47824,Investment Products
456,78,Male,Urban,59089,Savings Account
457,34,Female,Suburban,51974,Investment Products
458,60,Female,Rural,40833,Savings Account
459,36,Female,Rural,32859,Investment Products
460,64,Male,Urban,34511,Savings Account
461,54,Male,Rural,64175,Credit Card
462,47,Female,Urban,50369,Credit Card
463,68,Male,Rural,47918,Savings Account
464,19,Male,Suburban,45302,Mortgage
465,57,Male,Urban,44981,Savings Account
466,39,Male,Rural,30744,Savings Account
467,76,Male,Urban,59868,Savings Account
468,67,Female,Urban,92661,Savings Account
469,53,Female,Suburban,69677,Mortgage
470,41,Male,Rural,13814,Savings Account
471,22,Male,Rural,50847,Credit Card
472,79,Male,Suburban,60337,Credit Card
473,19,Male,Urban,49341,Credit Card
474,72,Female,Suburban,75962,Investment Products
475,39,Male,Suburban,45957,Mortgage
476,69,Female,Rural,33335,Savings Account
477,49,Female,Suburban,84672,Credit Card
478,53,Female,Rural,53812,Credit Card
479,24,Female,Urban,46443,Mortgage
480,20,Male,Rural,28299,Savings Account
481,33,Female,Suburban,69445,Mortgage
482,77,Male,Urban,78629,Mortgage
483,71,Male,Suburban,45098,Investment Products
484,76,Female,Rural,37534,Investment Products
485,76,Female,Urban,42080,Credit Card
486,57,Male,Suburban,22829,Mortgage
487,38,Female,Suburban,76452,Credit Card
488,50,Female,Rural,50068,Mortgage
489,42,Female,Suburban,49996,Mortgage
490,52,Female,Suburban,80674,Mortgage
491,24,Male,Urban,34538,Credit Card
492,77,Female,Urban,41974,Savings Account
493,72,Female,Rural,47692,Credit Card
494,70,Male,Rural,70231,Mortgage
495,58,Male,Rural,80264,Investment Products
496,27,Male,Rural,68341,Credit Card
497,61,Female,Urban,64577,Mortgage
498,31,Female,Rural,61040,Mortgage
499,27,Female,Urban,-6064,Mortgage
500,74,Male,Rural,42078,Investment Products
501,38,Male,Rural,35737,Investment Products
502,31,Male,Rural,76016,Mortgage
503,72,Female,Urban,38942,Savings Account
504,31,Female,Suburban,91417,Investment Products
505,70,Female,Rural,42681,Credit Card
506,30,Male,Rural,32047,Mortgage
507,39,Female,Urban,78898,Investment Products
508,76,Female,Suburban,53458,Credit Card
509,55,Female,Rural,55653,Credit Card
510,30,Female,Suburban,71817,Mortgage
511,32,Male,Rural,45973,Credit Card
512,27,Female,Rural,36386,Credit Card
513,57,Male,Urban,66065,Investment Products
514,45,Female,Suburban,43156,Investment Products
515,55,Male,Rural,40550,Investment Products
516,48,Male,Urban,36154,Mortgage
517,37,Male,Urban,49066,Investment Products
518,54,Female,Rural,37608,Investment Products
519,39,Female,Urban,67390,Investment Products
520,24,Female,Urban,47062,Mortgage
521,53,Female,Rural,56561,Credit Card
522,20,Male,Urban,22739,Investment Products
523,71,Female,Rural,66156,Credit Card
524,56,Male,Rural,63213,Mortgage
525,37,Female,Urban,65577,Savings Account
526,22,Male,Rural,80146,Mortgage
527,34,Female,Rural,57591,Credit Card
528,35,Female,Urban,63038,Savings Account
529,56,Female,Rural,57040,Investment Products
530,31,Male,Urban,40325,Savings Account
531,80,Male,Urban,47285,Credit Card
532,61,Male,Suburban,47300,Savings Account
533,64,Female,Urban,70106,Mortgage
534,55,Male,Rural,32913,Mortgage
535,43,Male,Rural,14104,Credit Card
536,31,Male,Suburban,69658,Credit Card
537,39,Male,Urban,66055,Mortgage
538,78,Female,Rural,40652,Mortgage
539,55,Female,Suburban,21715,Savings Account
540,60,Female,Rural,27600,Investment Products
541,59,Female,Rural,67743,Savings Account
542,58,Female,Rural,51525,Mortgage
543,22,Male,Rural,74462,Credit Card
544,44,Female,Rural,36687,Savings Account
545,75,Female,Suburban,43174,Credit Card
546,40,Female,Suburban,39906,Investment Products
547,32,Male,Rural,56551,Mortgage
548,67,Female,Rural,72847,Savings Account
549,32,Male,Rural,64930,Credit Card
550,60,Female,Urban,85821,Credit Card
551,37,Female,Urban,48549,Savings Account
552,43,Female,Urban,74953,Investment Products
553,48,Female,Suburban,51422,Investment Products
554,66,Female,Urban,13044,Credit Card
555,54,Female,Rural,89318,Mortgage
556,29,Male,Rural,45178,Savings Account
557,72,Male,Suburban,46843,Mortgage
558,48,Male,Rural,60509,Credit Card
559,76,Male,Rural,11766,Credit Card
560,40,Female,Rural,68696,Mortgage
561,19,Male,Rural,66918,Credit Card
562,61,Male,Urban,52369,Savings Account
563,70,Female,Urban,60058,Savings Account
564,44,Female,Rural,46034,Credit Card
565,34,Male,Suburban,65310,Savings Account
566,34,Female,Suburban,68146,Credit Card
567,50,Female,Rural,53947,Savings Account
568,34,Female,Urban,77476,Investment Products
569,23,Male,Suburban,30213,Credit Card
570,28,Female,Suburban,30217,Mortgage
571,29,Female,Suburban,460,Investment Products
572,39,Female,Suburban,65405,Investment Products
573,54,Female,Rural,48277,Savings Account
574,53,Female,Rural,32846,Savings Account
575,66,Male,Suburban,62783,Credit Card
576,78,Male,Rural,45055,Mortgage
577,40,Male,Suburban,54667,Credit Card
578,50,Male,Rural,67416,Savings Account
579,75,Female,Suburban,63477,Mortgage
580,50,Male,Urban,82545,Savings Account
581,35,Male,Suburban,65033,Investment Products
582,31,Female,Rural,34233,Mortgage
583,37,Male,Rural,33835,Mortgage
584,39,Male,Suburban,22527,Investment Products
585,73,Female,Rural,41908,Credit Card
586,60,Male,Urban,70561,Savings Account
587,22,Male,Rural,19624,Credit Card
588,42,Female,Urban,40323,Savings Account
589,41,Female,Suburban,62301,Investment Products
590,19,Male,Rural,66432,Investment Products
591,25,Female,Urban,52533,Mortgage
592,60,Male,Suburban,61505,Savings Account
593,28,Male,Suburban,92124,Mortgage
594,19,Male,Rural,67889,Investment Products
595,40,Male,Urban,34256,Credit Card
596,68,Male,Rural,22055,Credit Card
597,25,Male,Suburban,56546,Mortgage
598,27,Female,Suburban,65893,Mortgage
599,46,Male,Urban,41679,Investment Products
600,77,Male,Rural,64225,Savings Account
601,62,Female,Urban,49189,Mortgage
602,77,Male,Urban,15910,Mortgage
603,59,Female,Rural,61675,Credit Card
604,64,Male,Urban,29848,Credit Card
605,37,Female,Rural,64503,Credit Card
606,76,Female,Rural,68934,Investment Products
607,57,Female,Urban,60134,Savings Account
608,23,Male,Urban,82898,Mortgage
609,44,Female,Urban,60262,Investment Products
610,26,Female,Suburban,56520,Savings Account
611,75,Female,Suburban,60330,Savings Account
612,62,Male,Rural,53239,Credit Card
613,39,Female,Urban,88285,Savings Account
614,35,Female,Urban,63704,Credit Card
615,23,Male,Urban,103429,Savings Account
616,32,Female,Suburban,24768,Credit Card
617,50,Female,Urban,51267,Mortgage
618,55,Female,Rural,37754,Credit Card
619,45,Female,Suburban,64128,Investment Products
620,48,Female,Suburban,47018,Investment Products
621,79,Male,Rural,56429,Investment Products
622,78,Female,Suburban,43146,Mortgage
623,78,Male,Rural,56914,Credit Card
